SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOT2P,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT10R,DA0708DR10R,DADC410R,DAGC410R,DA0GR10N,DA311TA11R,DA311TR11R,DA311TW11R,DA311TM11R,DA311TC11R,DA311TS11R,DB311TA11R,DH311TA11R,DW311TA11R,DD311TA11R,DE311TA11R,DACTA11R,DA0CT10R,DA0CC10R,DA0CS10R,DA0CA10R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Sheldon,101924,101 HARRIS,04,AA,11,6809,23,59,13,5,81.1,29,6,30,16,4,96,0.4,9.1,80.5,345,68,85,91,78,77,93,58,70,75,71,66,87,55.6,6.2,825,18.4,1067,477,2,3,11,45,7,32,97150,72789,60031,50213,53,6.4,14.3,57,7.7,23.8,14.4,27,22,48,3,66,9,1,19,3,3,606717,1.430000,86908293,13319,16,73,12,10539456,15,87023915,68055352,10430,58,6,6,12,18,39230726,6012,56,15,12,10,2,0,2,1,2
Huffman,101925,101 HARRIS,04,AA,6,3163,2,15,81,2,34,4,8,4,26,7,95.5,0,3.8,93.5,168,76,92,92,86,84,95,62,66,78,94,68,92,48.4,24,1004,21.6,416,195,1,3,8,47,7,36,86937,70021,53206,46822,11,7.6,16.2,42,10.5,14.4,14.5,1,2,95,2,72,8,6,0,6,9,246160,1.470000,29819015,9466,49,43,8,5773198,26,28406668,22848729,7254,57,6,5,11,19,13084796,4154,66,16,7,0,5,1,3,2,1
Karnack,102901,102 HARRISON,07,AU,2,213,61,14,23,3,94.8,6,11,6,32,22,96.4,0,0,100,10,50,77,95,64,57,76,44,46,71,.,49,60,28.6,.,.,.,48,24,2,5,5,51,13,25,89773,64979,39369,37211,63,4.5,8.7,48.8,10.5,16.9,25.5,52,0,44,4,72,8,10,2,8,1,1094529,1.040000,3579971,19563,5,72,23,29450,1,3397250,2837748,15507,51,10,7,11,20,1455170,7952,39,15,34,0,6,0,5,1,0
Marshall,102902,102 HARRISON,07,AA,11,5829,40,26,32,3,71.8,13,9,16,23,16,95.7,0,10.7,85,340,64,83,86,74,72,90,50,67,77,78,57,84,48.6,19,983,19.4,931,438,1,3,8,47,14,27,87283,65322,50416,43324,44,6.3,13.3,42.1,11,13.5,16.6,24,6,68,2,81,6,0,1,5,6,485025,1.040000,52847282,9149,27,53,20,8153873,21,52605692,50374200,8721,61,5,5,9,20,30605915,5299,53,16,21,2,3,1,4,1,0
Waskom,102903,102 HARRISON,07,AU,3,786,18,22,57,3,60.7,11,13,10,32,4,95.7,0,3.6,92.7,51,74,88,94,86,72,94,64,61,82,62,68,83,60,4.2,.,18.1,139,75,1,2,3,54,18,21,84967,65706,47518,38814,20,5.7,10.4,37.1,11.6,11.3,16.1,8,0,92,0,77,10,0,3,10,0,582528,1.170000,8823374,11169,29,61,9,1745908,25,8277568,7214822,9133,60,5,5,12,18,4326621,5477,53,15,14,1,9,0,7,1,0
Hallsville,102904,102 HARRISON,07,RE,7,4317,7,10,80,3,41.1,2,10,2,32,8,96.3,0,2,96.2,290,90,97,94,95,94,99,77,88,91,86,84,97,58.5,27.7,1009,22.1,628,331,1,2,8,53,11,25,87530,69770,49023,42740,14,6.9,13,36.7,12.3,12.9,13.3,3,2,94,2,76,4,8,0,5,6,516915,1.353000,49919671,11721,23,69,8,323828,1,81508840,42607346,10004,55,8,5,14,19,23274493,5465,63,20,7,1,5,0,3,2,0
Harleton,102905,102 HARRISON,07,RE,3,730,4,5,89,3,38.5,1,11,1,22,6,95.8,3.7,3.2,95.2,55,87,97,.,91,94,99,69,70,89,80,81,95,85.7,21.4,1018,20.5,119,62,2,2,6,52,10,28,78804,69787,46668,41288,4,6.1,11.8,24.3,13.7,14.1,9.2,2,2,94,3,82,5,7,0,7,0,234603,1.250000,7804152,10603,60,30,10,3117241,51,6774568,6323997,8592,58,6,5,11,21,3658672,4971,62,12,14,0,5,0,5,1,0
Elysian Fields,102906,102 HARRISON,07,AA,3,1043,13,4,80,3,46.2,1,12,1,24,5,95.2,0,5.6,91.5,66,77,93,94,85,81,94,65,68,80,69,71,95,74.6,27.3,.,20.9,167,88,2,3,4,52,9,29,80857,68258,51187,40479,12,6.2,11.9,33.1,12.9,21.7,15.9,5,0,95,0,74,6,7,0,7,5,611924,1.200000,11766639,11650,26,67,7,3659705,40,13969587,9680757,9585,52,6,6,15,21,5045989,4996,62,14,11,0,7,1,5,2,0
Channing,103901,103 HARTLEY,16,AA,1,153,1,12,87,1,41.2,5,9,5,42,3,96.6,0,0,100,9,68,93,96,76,73,94,.,46,70,.,57,100,57.1,.,.,.,28,17,3,2,0,60,11,24,74800,63989,.,40605,0,5.5,9.3,48.4,9.8,9.3,6.1,0,0,100,0,74,5,12,0,9,0,1006365,1.040000,2048757,13937,15,80,5,348025,18,2536625,1812179,12328,57,12,5,13,14,1025385,6975,67,10,12,1,8,0,2,1,0
Hartley,103902,103 HARTLEY,16,AA,1,184,0,68,31,1,66.8,32,7,32,38,5,96.8,0,0,88.9,8,74,92,.,80,79,95,.,66,90,.,68,89,42.9,.,.,.,34,21,3,0,6,61,12,18,72000,.,43840,40288,6,5.5,9,39,10,7.3,34,0,0,100,0,84,0,6,0,9,0,698482,1.087000,2573831,12999,35,58,7,888949,36,2719981,2352267,11880,55,12,6,15,13,1296192,6546,63,9,15,2,6,1,4,1,0
Haskell Cons,104901,104 HASKELL,14,AA,3,653,4,37,55,3,67.4,1,14,1,33,3,96.4,0,2.2,93.3,40,71,89,84,83,76,96,67,57,83,60,62,92,85.7,16.7,.,21.1,125,63,0,1,5,50,13,31,.,67868,50204,39559,16,5.2,10.4,15.9,16,10.6,8.4,0,5,95,0,79,7,8,0,7,0,244673,1.170000,9023240,14277,64,24,12,0,0,10889050,7356380,11640,54,8,5,15,18,3972248,6285,43,14,32,0,5,1,4,1,0
Rule,104903,104 HASKELL,14,AA,1,140,1,37,54,8,74.3,9,8,9,47,4,96,0,18.8,81.3,13,61,82,88,74,91,.,.,48,76,50,53,100,33.3,.,.,.,31,18,3,3,5,59,10,20,68000,58000,47291,41312,19,4.6,7.7,20.1,19.3,11.1,22.2,0,0,100,0,77,2,7,2,12,1,243096,1.170000,1804210,11716,65,23,12,193463,12,1824012,1742068,11312,61,11,5,7,15,1069814,6947,52,15,19,0,9,1,4,1,0
Paint Creek,104907,104 HASKELL,14,RE,1,169,2,26,69,3,67.5,2,7,2,40,7,95.6,0,0,90,10,81,93,95,84,87,95,.,72,87,.,80,100,87.5,14.3,.,18.6,26,16,2,0,4,62,12,20,91014,.,49885,35346,15,6.6,10.6,56.3,6.9,12.5,17.8,0,13,87,0,80,5,4,0,10,1,216766,1.170000,1776504,10966,62,28,10,374777,24,1779521,1651806,10196,54,12,2,11,22,884532,5460,45,14,18,2,14,1,4,2,0
Katherine Anne Porter,105801,105 HAYS,13,AA,1,139,3,16,78,4,51.1,0,9,0,61,0,91.6,.,9.8,75.6,38,68,87,.,70,89,95,.,58,71,.,61,85,80.6,20.7,1007,21,27,18,4,8,8,68,0,13,22500,40361,28860,31937,16,5.1,7.5,54.3,9.4,22.3,23.5,5,9,75,11,67,3,0,0,20,10,0,0.000000,1384330,11164,78,7,15,607525,53,1309760,1286141,10372,60,10,5,5,20,771215,6219,55,14,20,0,8,0,0,4,0
Texas Preparatory,105802,105 HAYS,13,EX,1,133,17,60,22,1,49.6,0,4,0,0,0,97.4,.,.,.,0,98,.,.,98,.,.,.,98,.,.,97,.,.,.,.,.,29,11,3,3,5,37,0,53,57766,57766,34414,29842,63,4.6,12.7,100,1.3,0,25,0,24,76,0,95,5,0,0,0,0,0,0.000000,1129745,10759,79,6,15,-4872,0,1136132,1136132,10820,45,21,5,18,11,513702,4892,74,9,17,0,0,0,0,0,0
San Marcos Cons,105902,105 HAYS,13,AA,10,7377,5,73,21,2,67,9,10,8,22,8,94.9,0.1,11.2,79.4,442,72,87,91,83,77,94,63,68,88,84,65,89,83.5,22.1,973,18.9,1117,541,1,3,8,48,7,33,102378,74749,60205,47746,51,6.6,13.6,38.2,12.5,27.9,10.2,2,32,63,3,82,11,2,1,0,4,446897,1.350000,82051574,11191,30,58,12,10556301,18,79143902,65812650,8976,58,6,5,11,20,38014728,5185,54,20,14,1,3,1,2,1,3
Dripping Springs,105904,105 HAYS,13,RE,5,4468,1,17,78,4,14,4,10,4,11,6,96.4,0,0.7,97.2,286,92,97,97,95,95,98,71,86,93,91,81,98,88,53.2,1116,24.2,599,282,2,2,9,47,8,32,94413,74802,59653,48586,16,7.5,15.8,31.1,11.4,23.1,15.5,1,6,92,2,83,9,2,1,2,2,559768,1.490000,48093395,11156,14,83,3,17810348,47,91505986,34976415,8113,54,6,5,14,21,18800445,4361,67,20,4,0,2,1,5,2,0
Wimberley,105905,105 HAYS,13,RE,4,2002,0,18,79,3,28.3,6,8,6,20,5,96.1,0,0.7,98.6,149,87,96,97,92,92,98,.,78,89,84,76,99,75,48.6,1094,23.6,294,150,1,3,8,51,11,26,98549,72338,52019,51079,10,6.8,13.4,17.6,15.6,18.4,9.6,0,2,98,0,79,10,6,1,3,2,701956,1.233000,20999908,10510,15,77,8,806174,4,29110131,17767720,8893,58,7,6,13,16,10229585,5120,67,18,5,0,3,1,6,0,0
Hays Cons,105906,105 HAYS,13,AA,23,15262,4,61,33,3,48.9,14,9,14,19,9,95.7,0,4.8,79.8,751,76,90,91,84,83,96,66,69,88,82,66,93,64,23.1,961,20,2212,1043,2,2,10,47,6,33,77012,69047,50659,43803,41,6.9,14.6,47.7,9.1,24.6,10.6,1,24,73,1,66,10,6,8,3,6,241056,1.461000,149911116,10269,55,38,7,23945354,20,184272392,126454858,8662,58,5,5,11,20,73490335,5034,69,15,8,1,2,1,2,1,1
Canadian,106901,106 HEMPHILL,16,RE,4,848,0,41,58,1,35.4,15,6,15,4,4,96.9,1,2.8,97.2,35,87,96,96,92,95,97,.,77,93,83,77,100,81.8,29.6,.,22.3,152,82,1,3,4,54,9,29,93000,71390,57150,48181,13,5.6,10.4,14.7,15.6,13.4,8.5,0,5,92,3,82,6,6,3,4,0,1935717,1.166000,17659246,22297,15,83,3,2159340,11,32122712,10740861,13562,57,7,5,13,18,6161872,7780,63,11,15,4,3,0,4,0,0
Athens,107901,107 HENDERSON,07,AA,6,3430,14,41,42,3,69.8,21,9,23,22,5,95.4,0,5.3,89.9,197,72,88,92,83,78,91,52,66,85,79,66,94,51.1,20.2,917,20.1,476,235,1,3,10,49,12,24,94566,70398,46861,42125,25,7.2,14.6,42.2,11.4,16.6,18.5,6,10,83,1,68,7,8,6,4,6,335142,1.186000,33167945,9628,43,42,15,5270528,21,39560260,29938988,8691,57,7,6,13,19,16940511,4917,57,15,15,3,4,1,4,1,0
Brownsboro,107902,107 HENDERSON,07,AA,7,2878,8,12,78,2,53.5,3,10,3,29,5,95.4,0,2.9,95.4,172,79,94,92,87,83,94,64,76,81,75,76,94,41,21.9,974,20.9,385,194,1,2,7,50,12,26,67322,69987,53939,45161,11,7.5,14.8,31,13.9,13.6,14.1,6,0,93,1,74,8,5,1,6,6,232984,1.140000,27879491,9817,56,29,15,4610889,23,26425139,23500351,8275,60,6,5,8,21,14030315,4940,46,31,10,0,5,2,3,1,2
Cross Roads,107904,107 HENDERSON,07,AA,3,609,2,4,92,2,48.3,1,11,1,31,5,96.2,0,0,100,46,81,94,98,89,82,98,80,57,82,.,71,87,46.7,23.8,935,19.3,84,46,4,4,5,54,13,21,61311,72817,31270,40594,7,7.2,13.4,35.1,11.9,12.1,16.8,0,2,93,4,76,3,12,0,9,0,568424,1.078000,6240926,10578,32,60,8,1303059,24,5591495,4931657,8359,57,6,7,13,18,2789936,4729,58,10,15,0,9,0,5,2,0
Eustace,107905,107 HENDERSON,07,RE,4,1478,1,9,87,3,69.5,1,12,1,23,4,96.7,0,4.3,91.5,89,79,91,97,88,86,94,75,79,78,85,75,93,51.4,31.6,997,21.8,234,108,1,3,9,46,13,27,81044,67748,51541,43902,4,6.3,13.7,29.7,13,15.1,15.5,0,1,99,0,83,7,6,0,3,1,342758,1.276000,13996965,9587,44,47,9,2036775,19,14328411,12280762,8411,59,6,5,9,20,7255010,4969,61,12,17,0,5,0,4,2,0
Malakoff,107906,107 HENDERSON,07,RE,6,1264,12,16,69,3,66.5,4,14,4,22,5,95.1,0,1.2,97.6,88,80,92,96,86,86,95,72,76,81,93,75,95,41.3,16.1,948,18.5,227,108,1,3,3,47,18,28,92701,63981,56173,46306,21,5.6,11.7,20.9,14,10.7,9.6,11,1,86,2,71,11,7,1,7,3,790124,1.160000,15572731,12849,18,72,10,2663808,19,16088709,12735912,10508,61,6,5,11,18,7735972,6383,55,18,15,1,5,1,4,1,2
Trinidad,107907,107 HENDERSON,07,AU,1,176,22,12,60,6,68.8,2,13,2,36,10,94.4,0,5.3,94.7,18,55,80,74,65,63,88,54,27,58,63,51,93,60,22.2,.,20.9,37,18,3,5,3,48,12,29,75855,54500,64000,37374,19,4.7,9.8,55.6,6.8,0,21.2,6,0,94,0,84,8,0,1,7,0,257081,1.370000,2409022,12746,65,25,10,341327,19,2410908,2210628,11696,53,15,6,13,14,1162862,6153,57,15,16,0,6,0,6,1,0
Murchison,107908,107 HENDERSON,07,AA,1,138,0,20,80,0,66.7,13,15,14,0,5,95,0,.,.,0,78,90,.,84,.,.,.,71,80,.,79,.,.,.,.,.,27,12,0,4,11,44,0,41,.,50000,42693,38214,17,5.1,11.7,57.5,11.5,8.5,17.5,8,0,92,0,100,0,0,0,0,0,298124,1.040000,1838123,10876,58,27,15,445740,31,1661667,1555532,9204,62,15,1,9,13,959058,5675,72,12,15,0,0,0,1,0,0
La Poynor,107910,107 HENDERSON,07,RE,3,461,10,7,81,2,53.8,2,11,2,27,4,96.2,0,0,96.4,27,76,93,83,83,84,98,58,50,79,67,68,90,46.2,33.3,1035,.,77,41,4,3,2,54,12,26,66138,60000,48562,43377,10,6,11.2,26.6,14.7,7.3,12.5,2,2,95,0,83,5,4,2,6,0,807880,1.082000,5215227,11191,36,56,8,1009664,19,6447305,4911747,10540,61,8,3,10,18,3004296,6447,65,9,15,0,5,1,4,1,0
One Stop Multiservice Chart,108801,108 HIDALGO,01,EA,6,662,0,99,1,0,95,24,8,23,29,0,84.1,.,24,31.8,165,41,76,.,49,59,82,.,40,.,.,41,53,4.6,0,.,16.8,141,48,4,9,7,34,9,38,82811,44714,43648,37838,94,4.7,13.9,64.2,5,6.3,34.9,0,89,8,2,81,13,0,0,6,0,0,0.000000,8217728,11060,72,1,27,-226826,-4,8356465,8238886,11089,40,11,10,25,14,3317809,4465,45,7,41,1,7,0,0,0,0
South Tex Educational Tech,108802,108 HIDALGO,01,RE,3,767,0,88,9,3,72.9,26,5,22,0,0,96.6,.,.,.,0,77,89,91,85,87,.,.,77,77,90,75,.,.,.,.,.,104,44,4,4,6,42,15,29,71577,57210,40586,38868,84,7.4,17.5,79.6,3.4,6.8,25.4,2,68,14,16,100,0,0,0,0,0,0,0.000000,6101426,9841,79,5,16,1410366,25,5418285,5380965,8679,53,10,7,21,10,2835605,4574,50,9,36,4,2,0,0,0,0
Mid-Valley Academy,108804,108 HIDALGO,01,EA,3,401,0,98,2,0,86,5,7,5,7,0,80,.,20.3,34.9,124,31,67,.,38,45,88,.,31,.,.,29,50,16.5,5,.,14.8,61,24,2,5,3,40,2,48,40585,63463,43939,34378,96,6.6,16.5,98,0.9,4.1,48.2,0,94,6,0,85,8,0,4,3,0,0,0.000000,3281779,8659,83,0,17,335,0,3125432,3086773,8145,48,5,17,20,10,1483792,3915,64,7,27,1,2,0,0,0,0
Idea Public Schools,108807,108 HIDALGO,01,EX,16,6855,1,95,3,2,80,20,4,20,0,0,97.5,0,0,89.8,54,86,94,96,92,93,99,96,86,93,.,85,97,.,17.2,918,19,829,393,3,4,9,47,8,29,83380,68480,53502,46672,78,8.3,17.5,76.2,4.2,12.6,28.1,1,68,28,3,95,5,0,0,0,0,0,0.000000,63201898,11460,71,16,14,155604,0,57106828,53499013,9701,42,21,8,11,18,22598109,4098,76,5,15,3,0,0,1,0,0
Vanguard Academy,108808,108 HIDALGO,01,RE,1,1062,0,97,3,1,82.9,27,2,26,0,0,97.5,0,.,.,0,86,95,98,92,87,99,.,86,95,.,85,.,.,.,.,.,124,68,3,7,5,55,6,24,65229,60981,55926,48903,94,8.5,15.6,51.5,6.3,5.9,12.5,0,91,9,0,93,3,4,0,0,0,0,0.000000,8774612,10203,76,5,19,761357,11,7161278,6761707,7862,55,8,8,10,19,3730423,4338,56,6,36,2,0,0,0,0,0
Donna,108902,108 HIDALGO,01,AA,21,15023,0,100,0,0,97,51,6,52,16,11,95.1,0.5,12,75,712,62,77,87,78,73,92,.,62,71,83,62,85,59,3.4,.,16.7,2269,999,1,2,9,44,11,34,89282,70055,54432,47031,93,6.6,15,48.6,9,10.9,8.9,0,87,11,2,73,8,0,11,3,5,62387,1.258000,174238760,11717,72,8,20,24664646,19,158285597,142995849,9616,59,6,4,11,20,84814932,5704,58,10,25,3,2,0,2,1,0
Edcouch-Elsa,108903,108 HIDALGO,01,AA,8,5334,0,100,0,0,98.7,38,7,38,23,13,94.8,0.2,18.3,72.9,297,63,82,87,78,68,91,.,63,67,.,63,83,73.1,4.7,848,17,762,383,0,2,5,50,11,32,94304,68232,59576,45605,97,7,13.9,51.4,9.5,7.5,15.3,1,93,6,0,75,10,0,0,5,10,45916,1.258000,64728204,11987,68,7,25,8826262,20,57582392,50232196,9302,61,6,3,12,18,30513179,5651,50,16,21,2,4,1,4,1,1
Edinburg Cons,108904,108 HIDALGO,01,RE,39,33066,0,98,1,1,85.4,30,8,30,21,7,95.7,0,8.6,81.8,1640,74,88,94,83,81,93,84,74,83,94,72,91,79.7,8.9,995,17.6,4336,2065,0,2,9,48,8,33,108497,76750,59986,50221,95,7.6,16,31.2,12.5,15.8,6.3,0,92,7,1,41,9,3,30,5,12,162192,1.240000,326032861,10217,58,23,19,51198529,18,385418547,285388161,8944,60,4,4,10,22,170310962,5337,38,12,22,19,4,1,2,1,1
Hidalgo,108905,108 HIDALGO,01,AA,8,3435,0,100,0,0,88.6,52,5,52,27,10,95.9,0.2,1,92.9,207,63,78,83,75,78,92,.,63,.,.,62,87,71.4,6.3,842,16.4,531,250,1,3,7,47,11,30,94205,70143,58292,46799,92,6.5,13.8,36.4,11.1,21.3,12.7,0,86,7,7,40,6,0,43,5,5,116465,1.436000,42180627,12069,62,18,21,664210,2,46660624,38744532,11086,55,7,5,13,20,21269980,6086,51,10,28,3,4,0,4,1,0
McAllen,108906,108 HIDALGO,01,AA,35,25490,0,93,5,2,64.9,27,7,27,23,10,95.6,0.6,12.2,79.4,1353,75,88,92,84,81,94,85,74,88,88,71,93,73.4,15.9,961,18.9,3283,1620,1,2,10,49,8,29,80972,70136,55460,50240,85,7.8,15.7,24.5,13.8,20.8,10.9,1,77,21,2,59,7,2,20,5,7,233847,1.165000,240178858,9568,51,33,17,26760456,14,230407553,214363569,8540,59,5,6,10,20,127192973,5067,58,13,17,2,4,1,3,1,1
Mercedes,108907,108 HIDALGO,01,AA,12,5697,0,99,1,0,93.2,29,6,26,23,9,95.4,0.2,7.3,78.1,269,61,80,85,74,70,90,.,61,83,80,60,83,73.6,3.3,1024,16.6,848,387,1,3,8,46,10,33,88583,65107,56167,45828,94,6.7,14.7,42.4,10.7,8.4,9.3,0,91,8,1,71,6,1,16,4,2,77227,1.290000,64759797,11728,63,12,25,6588684,14,68608318,57741856,10457,54,8,4,11,23,31273030,5663,48,14,27,2,3,0,3,1,1
Mission Cons,108908,108 HIDALGO,01,AA,21,15732,0,99,1,0,83.3,33,9,31,22,8,95.6,0.2,5.6,82.9,771,69,85,91,79,77,92,80,68,81,87,66,86,90,8,931,17.7,2268,1024,1,2,9,45,10,33,85242,71286,57933,48422,92,6.9,15.4,35.2,12.3,14.2,7.7,0,87,11,1,68,7,1,12,6,6,101508,1.300000,167630212,10927,66,14,20,27968495,21,164473947,143685135,9366,56,4,5,11,24,79819210,5203,57,11,20,2,4,0,3,1,1
Pharr-San Juan-Alamo,108909,108 HIDALGO,01,AA,44,31424,0,99,1,0,87.8,41,7,45,21,8,95.5,0,2.9,86.7,1775,65,83,90,76,73,91,72,65,73,87,64,84,69.4,4.9,905,16.6,4420,2045,1,2,8,46,10,31,79552,72714,57839,48291,95,7.1,15.4,40,10.6,12.6,8,0,91,6,3,79,7,0,9,4,1,108132,1.359000,331832860,10628,68,15,17,33706967,14,373559824,288034882,9225,58,5,5,11,21,168288613,5390,57,12,20,2,4,0,3,0,2
Progreso,108910,108 HIDALGO,01,AA,7,2224,0,99,1,0,65.1,58,6,57,27,5,95.2,0.6,8.7,77.2,105,67,80,86,79,76,90,.,67,.,.,66,88,88.8,2.3,.,15.9,285,152,1,2,9,53,20,14,91879,108843,53170,46998,93,7.8,14.6,58.9,7.5,6.3,15.1,0,90,7,3,86,4,0,7,3,0,55777,1.430000,23858505,10728,71,8,21,7283202,43,26166006,20803727,9354,53,9,4,17,18,11036897,4963,59,8,21,2,3,0,6,1,0
Sharyland,108911,108 HIDALGO,01,RE,15,9953,1,90,6,3,55.5,28,6,28,21,9,96.7,0,2.5,89.4,606,84,93,94,91,89,97,94,83,93,96,80,95,76.3,17.6,961,19.6,1194,572,1,3,9,48,9,30,96251,71961,58231,49606,81,8.3,17.4,34,11.2,15.8,8.4,0,71,28,1,60,4,0,26,1,9,244889,1.200000,88044326,9231,53,36,11,11244216,15,91004443,78219162,8201,57,5,5,11,22,44212187,4635,55,13,12,2,4,10,5,1,0
La Joya,108912,108 HIDALGO,01,RE,37,28805,0,100,0,0,95.3,47,6,45,17,9,93.5,0,11.7,76.3,1391,66,82,89,78,75,92,.,66,83,64,66,83,59.7,4,893,16.7,4068,1971,1,3,8,48,7,33,77418,67152,56077,48810,96,7.1,14.6,40.4,9.9,13.1,8,0,94,4,2,58,7,5,21,4,5,75750,1.311000,322743694,11553,71,10,19,46544622,19,357220659,264566308,9471,58,4,5,10,23,152870098,5472,54,11,25,3,3,1,3,0,1
Weslaco,108913,108 HIDALGO,01,RE,20,17782,0,98,1,1,86.1,25,9,24,26,6,96.2,0.2,2.8,78,917,73,85,93,84,81,93,.,73,89,80,71,88,71.9,8.1,967,17.5,2335,1073,1,2,8,46,9,34,91124,77081,61952,52073,90,7.6,16.6,22.3,13.7,16.3,5.6,0,84,14,2,70,8,0,11,5,6,99757,1.140000,174476409,10139,67,13,20,15697714,12,187673141,156791202,9112,56,5,4,11,24,87994258,5114,56,11,22,2,4,1,3,1,1
La Villa,108914,108 HIDALGO,01,AA,3,634,0,100,0,0,89,27,7,24,33,10,94.3,0,7.3,85.4,39,60,81,95,71,76,94,.,60,.,.,59,88,74.2,0,.,14.9,106,44,1,3,15,42,12,28,101500,79748,56667,43773,88,6,14.4,44.5,10.3,4.5,22.8,0,76,24,0,89,7,0,0,2,3,143633,1.225000,8511010,14185,60,14,26,2181809,35,9098832,7778599,12964,49,11,4,13,22,3832665,6388,34,7,42,1,7,0,7,1,2
Monte Alto,108915,108 HIDALGO,01,AA,3,947,0,98,2,0,93,35,6,34,9,4,96.1,0,.,.,0,69,86,91,83,73,93,.,68,.,.,68,.,.,.,.,.,123,61,2,2,4,50,19,23,69690,69441,53097,44448,96,7.7,15.5,40.4,11.4,3.3,8.2,0,95,5,0,83,3,0,11,3,0,74612,1.220000,9881935,12051,72,10,19,2194178,30,8998194,7775123,9482,61,7,4,12,16,4765512,5812,55,6,34,2,1,0,2,0,0
Valley View,108916,108 HIDALGO,01,RE,14,4701,0,100,0,0,93.4,58,6,57,20,6,96.9,0,3.1,88.9,239,80,87,95,90,86,97,.,80,.,.,79,90,66.1,2.7,914,16.2,729,329,1,3,8,45,11,32,96277,71812,55514,44887,97,6.4,14.3,48.1,8.1,3.3,14.6,0,94,5,1,56,7,4,19,4,10,88982,1.317000,53112786,11481,69,11,20,8506468,21,63596773,46798394,10116,61,6,5,9,19,28621074,6187,56,10,22,5,2,0,3,1,0
Abbott,109901,109 HILL,12,RE,1,297,1,10,86,4,29,0,10,0,34,4,97.9,0,0,100,25,87,95,98,91,93,96,.,95,87,73,80,100,.,8.3,961,19.6,39,24,5,1,2,63,5,24,63159,60903,71050,43646,0,7.6,12.1,16.3,16.9,24,16.3,0,0,100,0,88,4,0,0,8,0,162646,1.395000,3264870,10993,68,27,5,61338,2,3250200,2844286,9577,59,10,3,10,18,1680964,5660,68,11,7,0,8,0,5,1,0
Bynum,109902,109 HILL,12,AA,1,244,4,21,73,3,62.3,2,17,2,28,5,97,0,0,88.9,8,73,87,97,85,76,93,80,68,72,.,67,85,50,.,.,.,44,23,2,2,6,52,18,20,79500,58241,37780,38585,9,5.5,10.7,30.7,13,23.4,4.6,4,9,87,0,72,20,2,0,6,0,221387,1.238000,2808788,12055,67,26,7,158555,6,3024513,2543859,10918,52,13,7,12,17,1321108,5670,49,21,17,0,8,0,4,1,0
Covington,109903,109 HILL,12,RE,1,286,0,6,91,3,53.8,1,11,1,45,9,96.1,0,0,100,20,71,90,88,82,78,98,.,64,72,.,67,92,.,5.6,.,17.6,48,23,4,4,7,47,8,29,72162,63832,39133,42831,6,5.9,12.4,37.1,13,15.3,8.1,0,0,100,0,69,8,7,0,8,7,339464,1.273000,3690467,12384,48,38,13,547693,21,3483351,3008302,10095,50,12,7,14,17,1508886,5063,45,12,33,0,7,1,3,0,0
Hillsboro,109904,109 HILL,12,RE,6,1928,15,57,26,3,79.3,17,12,17,17,5,96.3,0,9.6,82.5,99,83,91,96,92,90,98,78,80,91,92,81,95,49.4,7.1,920,20.2,307,144,3,4,6,47,12,30,83678,65142,49190,40431,24,6.3,13.4,52.3,9,13.3,26.2,1,8,89,1,72,10,7,6,3,3,270740,1.410000,21508516,11368,47,38,15,731453,5,20584787,17720125,9366,54,7,6,13,20,9633686,5092,43,15,21,6,3,4,6,1,2
Hubbard,109905,109 HILL,12,AA,3,416,24,10,63,3,67.5,1,12,1,33,7,96.6,0,0,93.8,29,71,87,98,80,76,83,49,63,80,80,63,100,51.9,28.6,956,19.9,77,40,1,2,2,52,14,28,84240,64335,57352,43182,12,5.4,10.4,32.4,13,25.2,14.7,2,0,93,5,81,5,3,0,8,2,162968,1.500000,5199168,13030,73,20,7,1389255,33,5394618,4870741,12207,52,10,6,14,18,2526121,6331,60,13,16,0,7,0,5,0,0
