SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT06R,DA0708DR06R,DADC406R,DA0GR06N,DAGC406R,DA311TA07R,DA311TR07R,DA311TW07R,DA311TM07R,DA311TC07R,DA311TS07R,DB311TA07R,DH311TA07R,DW311TA07R,DO311TA07R,DE311TA07R,DA0SU07R,DA0CT06R,DA0CC06R,DA0CS06R,DA0CA06R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Educ Ctr International Acad,057833,057 DALLAS,10,AA,1,91,12,26,57,4,37.4,9,14,9,32,0,91.6,0,5.9,11,64.7,55,82,86,64,52,80,38,33,68,.,42,67,11.1,.,.,.,16,11,6,19,6,69,1,0,61312,35276,22000,27137,37,5.8,8.5,100,1.4,0,41.1,0,9,64,27,83,9,0,0,8,0,0,0.000000,686629,6131,93,1,6,6593,1,703431,703431,6281,45,18,13,22,2,314633,2809,73,11,11,2,3,0,0,0
Evolution Academy Charter,057834,057 DALLAS,10,EA,1,347,44,41,15,1,35.4,6,10,6,55,0,80.6,.,27.2,110,36.4,30,61,.,35,38,67,15,34,67,.,23,.,1.9,.,.,.,23,16,4,9,9,69,0,10,98500,58750,36700,37610,86,14.9,21.7,87.5,1.1,18.8,59.5,81,0,19,0,85,5,0,2,9,0,0,0.000000,1963341,5578,92,0,7,4861,0,1844195,1844195,5239,54,11,11,12,11,994684,2826,37,21,13,3,27,0,0,0
Golden Rule Charter,057835,057 DALLAS,10,AA,2,490,1,97,1,1,97.6,53,10,52,0,0,96.8,0,.,0,.,55,78,75,67,52,78,.,55,.,.,56,93,.,.,.,.,54,30,2,2,0,56,13,28,100000,84000,.,33358,76,9.1,16.2,100,0.8,9.9,62.5,17,20,40,23,73,13,0,14,0,0,0,0.000000,2722547,8176,81,1,18,2313,0,2305484,2302506,6914,47,13,8,20,12,1075489,3230,62,9,27,2,0,0,0,0
St Anthony,057836,057 DALLAS,10,AA,1,228,99,1,0,0,43,0,3,0,0,18,97.6,7,.,0,.,76,95,92,85,50,95,76,.,.,.,66,60,.,.,.,.,27,15,4,11,4,56,0,26,47900,67267,22750,39717,89,8.4,15.2,40,9.4,13.3,37.5,80,0,20,0,93,0,0,0,0,7,0,0.000000,1769269,8981,69,20,11,0,0,1843696,1842603,9353,49,15,14,11,10,900507,4571,78,5,14,0,0,2,0,0
Kipp Truth Academy,057837,057 DALLAS,10,AA,1,162,61,38,2,0,86.4,16,14,12,0,0,97.6,0,.,0,.,68,80,94,87,63,83,61,78,.,.,70,63,.,.,.,.,18,11,0,0,6,62,11,22,.,.,70000,47851,72,9.1,14.7,54.5,5.6,9.1,56.3,55,9,36,0,91,9,0,0,0,0,0,0.000000,1229206,9383,79,15,7,1135932,84,1268133,1268133,9680,51,11,8,14,15,651703,4975,90,9,0,1,0,0,0,0
Peak Academy,057838,057 DALLAS,10,AA,2,320,6,83,9,3,73.1,1,1,1,0,0,97.8,.,.,0,.,86,96,93,93,68,.,81,85,.,83,85,93,.,.,.,.,27,19,4,4,0,70,4,19,69996,24892,.,39559,56,11.9,16.8,78.9,4.2,15.8,42.9,26,11,63,0,100,0,0,0,0,0,0,0.000000,717470,6294,84,12,4,2530267,159,781656,781656,6857,62,14,0,22,2,480335,4213,94,1,5,0,0,0,0,0
La Academia De Estrellas,057839,057 DALLAS,10,AA,1,174,4,94,2,0,88.5,70,4,70,0,0,.,.,.,0,.,71,90,.,71,.,.,.,70,.,.,68,.,.,.,.,.,19,14,3,3,0,72,5,17,60000,60000,.,37467,70,9.2,12.7,85.5,2.3,21.8,.,22,51,27,0,15,7,0,78,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Richland Collegiate HS Math,057840,057 DALLAS,10,EX,1,171,16,19,53,12,0,0,1,1,0,0,.,.,.,0,.,90,99,.,95,94,99,68,90,95,95,.,.,.,.,.,.,0,0,0,100,0,0,0,0,.,.,.,.,0,32264.2,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Carrollton-Farmers Branch,057903,057 DALLAS,10,AA,41,26163,14,49,26,11,51.2,26,10,25,16,9,96.1,0.1,4.5,1447,82.3,76,91,94,82,80,93,67,67,88,90,68,93,68.1,39.3,1059,21.7,3258,1813,1,3,11,56,7,23,105375,73701,56318,46328,30,8,14.4,46.4,8.9,25.2,20.2,7,10,81,3,76,10,1,4,3,5,498066,1.683000,252883231,9669,9,83,8,52669444,23,294247182,199989077,7647,58,6,6,12,18,115583100,4419,60,17,8,5,3,7,1,0
Cedar Hill,057904,057 DALLAS,10,AA,14,7793,64,20,14,2,43.5,5,10,5,30,5,96,0.1,10.5,467,82.8,61,87,90,69,63,89,55,63,82,84,53,92,78.2,13.5,903,18.8,928,490,1,3,8,53,9,26,79007,69659,52047,44832,52,8.4,15.9,52.6,8.2,19.8,28,41,4,53,3,77,8,2,2,4,6,331181,1.743000,66275748,8314,22,71,7,6584483,13,75337398,54436553,6828,56,6,6,15,17,30366859,3809,62,16,6,3,3,7,3,0
Dallas,057905,057 DALLAS,10,AA,228,158814,30,64,5,1,83.9,31,8,29,18,12,95.2,1.5,19.4,6343,68.8,56,80,87,66,58,84,48,57,79,76,55,82,61.5,11.1,855,17.2,19872,10643,1,3,11,54,9,23,77192,74927,63069,51069,70,8,14.9,39.6,12,31.7,13.2,39,20,38,3,60,10,0,22,4,4,437582,1.503000,1536101384,9543,13,73,14,116226031,11,1871809547,1255098502,7797,58,5,6,14,17,733308651,4556,62,11,18,4,3,2,1,1
Desoto,057906,057 DALLAS,10,AA,12,8633,76,15,8,1,48.5,6,11,6,21,5,96.4,0.1,6.4,412,85.1,53,84,88,62,48,83,51,54,70,67,47,91,85,14,927,18.8,963,530,2,4,7,55,6,27,86710,63238,53272,45135,47,9,16.3,48.5,10.2,19.1,23.6,35,4,61,1,80,9,2,4,4,2,254849,1.760000,69937423,8317,33,59,9,11298518,20,84904321,57329567,6818,56,8,6,13,18,32025844,3809,69,15,5,3,3,1,3,1
Duncanville,057907,057 DALLAS,10,AA,18,12387,45,40,12,3,59.1,13,12,11,28,6,94.8,1.6,14.4,631,76.8,66,90,96,74,58,87,60,67,83,81,64,88,61.7,23.3,992,19.6,1594,783,1,3,7,49,10,29,91091,67218,56714,46976,51,7.8,15.8,41.8,10.1,20.8,21.3,31,11,57,1,69,9,5,6,6,5,260701,1.736000,106974231,8678,33,57,9,4718414,6,122249159,92502699,7504,55,6,6,13,20,50575343,4103,66,14,6,3,6,1,2,3
Garland,057909,057 DALLAS,10,AA,71,56459,19,41,33,8,48.1,24,10,20,22,7,96.2,0.2,6.6,3363,87,72,90,93,78,72,92,61,64,83,83,63,92,60,28,1009,20,7107,3774,1,3,9,53,4,31,87236,75326,57334,47797,32,7.9,15,42,10.3,25.3,16.1,10,12,75,3,61,11,4,11,4,9,228606,1.545000,436669986,7667,38,53,9,64979308,18,472870813,368932579,6478,59,7,6,10,18,217151687,3813,55,17,7,12,4,2,1,1
Grand Prairie,057910,057 DALLAS,10,AA,35,24565,17,60,19,4,62.5,21,12,18,19,8,95.2,0.5,15.7,1108,71.4,61,84,92,69,59,84,57,56,76,78,55,90,51.3,19.3,961,19.8,2897,1579,1,3,9,55,9,24,85955,68094,56444,47625,42,8.5,15.6,42.7,10.2,20.4,18.1,13,16,69,2,54,12,5,19,4,6,171025,1.630000,189360402,7937,52,41,8,19114603,12,189157962,162832277,6825,59,6,6,11,18,96736365,4055,50,19,9,15,3,2,2,1
Highland Park,057911,057 DALLAS,10,EX,7,6262,0,3,94,3,0,1,8,1,5,13,96.7,0,0.4,446,97.8,96,99,99,98,96,.,80,91,97,97,.,99,.,71.5,1188,25.4,682,398,2,3,8,58,7,23,109546,81959,57720,50223,14,9.2,15.7,27.2,13,61.2,17.7,1,1,98,1,77,8,0,0,1,13,1583968,1.356000,55451857,8887,9,91,0,15657164,13,52951727,45771632,7335,61,7,5,11,17,27785800,4453,76,16,0,0,1,3,4,0
Irving,057912,057 DALLAS,10,AA,38,32865,13,66,18,4,72,36,9,36,18,9,95.4,0.1,9.4,1502,80.5,62,85,90,69,64,89,54,57,76,81,58,92,51.2,26.8,982,19.9,3910,2213,1,3,7,57,11,21,84438,70419,55340,46556,38,8.4,14.9,57,7.9,24.4,20.3,6,19,73,2,72,7,1,11,3,7,261882,1.644000,269938568,8275,32,58,11,46797121,23,285276514,216304962,6631,62,6,7,9,16,133904586,4105,43,17,11,20,3,3,2,2
Lancaster,057913,057 DALLAS,10,AA,9,6234,78,18,4,0,65.3,1,6,4,17,4,94.8,2,31.3,0,21.9,42,80,88,53,42,74,41,47,59,67,42,78,.,1.2,809,15.9,553,366,2,5,9,66,4,14,95922,67636,56584,45462,67,11.3,17,55.3,7.1,13.1,26.7,65,4,31,0,82,6,3,1,5,2,238113,1.726000,42114224,7234,30,59,12,274259,1,46652428,41495820,7127,62,11,4,12,11,25817215,4434,72,12,12,0,2,0,2,0
Mesquite,057914,057 DALLAS,10,AA,46,35833,24,38,35,4,49.6,16,14,15,28,6,96.4,0.1,4.4,2159,87.6,70,90,93,77,69,88,61,64,79,86,63,87,57.9,24.6,986,19.1,4200,2311,1,3,7,55,9,25,85430,67891,54259,46592,24,8.5,15.5,46,9.7,44.1,15.8,8,8,83,1,73,12,3,4,4,4,177264,1.668000,295551342,8328,50,43,7,44617062,19,324539998,247345115,6970,58,6,5,14,16,143733085,4050,63,17,5,5,4,2,3,1
Richardson,057916,057 DALLAS,10,RE,56,33972,26,31,35,8,49.4,20,12,20,26,8,95.6,0.5,6.7,1985,86.3,82,93,95,87,85,93,69,73,94,90,72,85,83.9,43,1066,22.2,4577,2289,2,3,13,50,8,24,73503,65926,53368,44909,28,7.4,14.8,49.3,9.2,22.7,26.7,8,6,84,2,88,8,0,3,0,0,491029,1.630000,329538392,9392,9,81,10,67356824,27,341906601,253319741,7220,62,6,7,10,16,156567500,4462,63,15,13,5,3,1,2,0
Sunnyvale,057919,057 DALLAS,10,EX,2,533,6,13,54,27,10.9,4,5,3,0,9,97.9,0,.,0,.,95,98,99,98,90,95,84,88,95,.,92,60,.,.,.,.,61,37,5,3,7,61,7,17,67350,63941,51793,45774,11,8.7,14.3,12,13.6,30.9,11.6,3,3,95,0,92,0,0,1,0,7,980805,1.519000,6018364,11420,8,90,2,672161,8,21350676,3849224,7304,58,9,4,10,19,2220656,4214,88,4,2,2,0,2,2,0
Coppell,057922,057 DALLAS,10,RE,15,9927,5,10,66,19,7.2,7,9,6,13,23,96.8,0.2,1.2,671,97.1,93,98,98,96,94,99,78,86,95,94,79,95,92.7,51.3,1113,22.9,1138,706,1,4,8,62,7,18,97905,70779,56159,47333,10,8.7,14.1,38.5,10.5,22.5,20.7,2,2,95,1,70,10,0,3,2,14,653187,1.599000,88653771,8667,9,88,3,17608479,17,91123786,72404122,7078,60,8,5,11,15,43576828,4260,73,18,1,2,2,2,2,1
Dawson,058902,058 DAWSON,17,AA,1,156,0,51,49,0,40.4,9,12,9,46,9,96.1,0,0,11,100,71,93,.,84,73,.,.,66,77,.,64,.,87.5,0,.,18.6,32,17,3,5,3,55,9,25,70000,53135,44233,40509,19,4.9,8.9,22.9,12.3,11.5,15.4,0,6,94,0,59,5,3,18,15,0,1421997,1.317000,2688342,14532,7,88,6,1801638,55,2050501,1785009,9649,50,14,5,16,15,887947,4800,58,10,14,0,13,0,5,0
Klondike,058905,058 DAWSON,17,RE,1,180,1,38,59,2,52.2,11,11,11,27,8,96.4,0,0,7,100,84,95,.,87,.,97,.,72,92,.,78,86,100,42.9,.,22.6,38,19,2,0,2,51,16,29,75001,.,52000,41725,19,4.7,9.3,20.6,16.1,20.7,23.5,0,5,95,0,88,3,0,0,9,1,1718473,1.370000,2909856,16440,7,87,6,1838026,40,2293336,2082540,11766,47,12,4,17,20,985779,5569,55,10,18,1,10,0,6,0
Lamesa,058906,058 DAWSON,17,AA,4,2038,5,72,22,0,69,6,13,4,25,6,95.9,0,11.3,121,83.8,66,87,94,76,67,86,55,60,85,60,62,84,44.6,11.1,.,19.3,337,161,1,2,5,48,16,28,86394,59084,47463,39168,42,6,12.7,45.4,11.7,10,26.4,0,17,82,1,72,11,6,4,5,2,169456,1.370000,18200959,8931,50,33,17,4407673,30,16479080,15839076,7772,58,8,4,11,18,9171393,4500,52,15,24,1,4,0,5,0
Sands Cons,058909,058 DAWSON,17,RE,1,193,2,53,46,0,61.1,17,19,17,28,2,96.3,0,5.9,14,82.4,89,95,96,96,84,97,.,86,93,.,85,.,45.5,40,.,.,42,22,2,1,1,52,14,29,74000,71464,46600,43286,17,4.6,8.9,23.2,14.6,12,9.7,0,5,95,0,74,14,9,0,3,0,848041,1.370000,2867161,13213,13,76,10,995996,37,2321949,2256313,10398,52,10,5,14,18,1178603,5431,51,15,15,2,11,0,6,0
Hereford,059901,059 DEAF SMITH,16,AA,8,4050,1,82,17,0,76.8,13,14,13,30,3,96.3,0.4,8,207,73.1,52,81,91,60,55,78,43,46,73,88,46,85,49.2,17.2,860,19.3,631,310,2,3,6,49,14,26,81822,59490,45477,39938,44,6.4,13.1,38.3,11.4,14.5,17.4,1,18,81,0,75,11,4,2,7,2,155444,1.370000,33659358,8350,54,29,18,8764954,34,31610922,29028662,7201,57,7,6,10,20,16588999,4115,52,14,23,1,5,1,4,1
Walcott,059902,059 DEAF SMITH,16,AA,1,151,1,57,42,0,57.6,13,9,9,0,1,97.8,.,.,0,.,93,98,.,.,70,.,.,94,90,.,.,.,.,.,.,.,19,9,3,0,0,48,29,21,135740,.,.,43657,5,8,16.8,33.3,10.1,33.3,0,0,0,100,0,78,11,11,0,0,0,172368,0.905000,1546661,9045,57,31,12,203958,18,1571501,1519534,8886,54,4,2,13,27,827175,4837,41,16,43,0,0,0,0,0
Cooper,060902,060 DELTA,08,AA,3,894,17,5,77,1,55.3,1,15,1,28,10,95.4,0,3,63,95.5,66,86,85,76,70,91,51,61,69,83,55,87,52.7,20.7,965,20.8,138,72,1,5,4,52,13,24,77450,48702,40150,39712,12,6.5,12.5,12.6,16,27.3,15.2,4,1,94,0,76,9,4,0,8,3,133935,1.500000,8356094,9264,62,26,12,598688,10,7748822,6931328,7684,56,8,5,10,20,3874653,4296,59,14,14,0,7,1,5,1
Fannindel,060914,060 DELTA,08,AU,1,177,35,7,58,0,73.4,1,24,1,20,1,95.1,0,0,8,80,53,77,60,78,50,52,46,.,63,.,49,70,.,.,.,.,36,17,1,3,1,46,17,32,120000,50000,44270,39684,5,4.9,10.6,23.9,14,16.3,57.7,0,0,100,0,75,9,7,0,9,0,211800,1.520000,2165588,11834,58,32,10,137352,9,2287099,2064961,11284,52,11,8,11,18,1070917,5852,68,12,13,0,4,0,3,0
Education Center,061802,061 DENTON,11,AA,2,341,10,22,67,1,27.6,8,15,8,0,0,95,0,0,29,75,57,86,77,65,59,84,58,32,65,.,54,89,41.2,14.3,.,20.2,32,19,3,4,0,59,16,19,73246,39289,.,31008,28,10.8,18.3,79.3,4.4,10,38.1,10,0,80,11,90,10,0,0,0,0,0,0.000000,2092486,6861,92,2,6,29336,2,1550445,1550445,5083,55,12,6,20,8,844352,2768,59,28,11,0,0,0,2,0
Denton,061901,061 DENTON,11,AA,29,19661,12,30,55,3,38,16,12,15,22,10,95.8,0.2,2.3,768,80.7,72,90,94,78,75,89,56,57,82,89,55,89,67,30.6,1011,20.5,2681,1515,1,3,12,57,8,20,80745,66668,49983,46656,24,7.3,13,41,9.5,25.6,10.8,7,10,82,1,71,10,2,8,4,5,385620,1.764000,169486540,9260,13,81,6,35923772,25,230909180,141409704,7726,59,6,5,13,18,83086242,4539,61,19,7,2,4,3,2,2
Lewisville,061902,061 DENTON,11,AA,61,48890,9,19,63,9,21.4,11,11,10,12,10,96.8,0.1,3.2,2684,90.9,84,95,96,90,84,96,70,69,90,89,67,95,87.8,43.4,1087,22.1,5665,3468,1,3,9,61,10,16,95983,71526,54710,48523,15,8.6,14.1,32.6,11.4,24,11.8,3,6,89,2,69,13,3,5,3,6,393078,1.640000,417636209,8826,9,85,6,110530238,32,431731620,347208233,7338,61,6,6,10,17,211900509,4478,64,19,4,6,4,1,2,1
Pilot Point,061903,061 DENTON,11,AA,5,1500,3,26,70,1,38.9,15,11,15,20,5,96.3,0.3,0,88,95.6,78,93,97,84,80,95,65,63,83,86,62,81,75,29.8,1035,20.9,230,128,1,5,6,56,11,21,73883,52072,43520,40385,7,6.5,11.7,31.2,11,10.9,18.5,1,1,98,0,80,12,2,2,4,0,284505,1.630000,13625911,8746,34,58,8,-135211,-1,15525854,12114119,7775,56,7,7,12,19,6759314,4338,62,14,8,4,4,4,5,0
Krum,061905,061 DENTON,11,AA,5,1435,2,19,78,1,31.5,7,12,7,26,6,96.2,0,2.3,85,94.3,78,93,93,85,83,92,36,62,83,75,69,93,64.3,22.2,998,21.1,193,111,2,3,5,58,10,23,78425,64606,49315,41256,7,7.4,12.9,35.1,11.9,23,9.8,0,3,95,2,75,7,4,4,5,5,478547,1.596000,12761075,9247,14,83,3,2319511,18,11694434,10063574,7292,58,7,6,12,17,5824930,4221,71,17,5,1,3,1,2,0
Ponder,061906,061 DENTON,11,AA,3,1073,2,11,87,1,31.6,3,12,3,23,7,95.6,0,4.6,62,92.3,72,90,92,80,76,97,67,50,75,60,60,86,47.4,25.9,1005,19.9,149,83,1,4,5,56,8,27,113000,63161,52888,41957,5,7.2,12.9,32.5,10.2,21.7,17.8,0,1,99,0,75,10,7,1,3,3,752607,1.553000,11847335,11883,9,89,2,4895998,39,9930149,8056728,8081,57,7,6,14,16,4548843,4563,72,16,5,1,3,1,3,0
Aubrey,061907,061 DENTON,11,AA,4,1500,2,14,82,1,24.3,4,11,4,27,6,96.5,0,2.4,73,96.3,85,96,99,89,88,96,80,78,87,.,74,78,65,25.6,1009,19.9,174,97,1,3,5,56,12,24,80246,57434,50146,39474,5,8.6,15.5,46.1,8.3,16.5,19.3,0,2,98,0,80,11,0,2,4,4,280233,1.667000,11990864,9050,38,59,3,2169069,20,11734237,9494425,7166,55,4,8,12,21,5225698,3944,74,13,5,0,3,0,5,0
Sanger,061908,061 DENTON,11,AA,6,2526,3,18,78,1,37.4,5,13,5,27,4,96.2,0,4.3,163,88.2,68,90,92,77,69,91,55,62,69,75,57,85,55.4,23.2,984,20.7,361,181,1,3,4,50,12,30,96809,60631,48942,40614,11,7,14,45.2,9.4,19.9,18.6,1,4,94,1,70,18,4,3,4,1,246981,1.650000,25407944,10560,34,55,11,4628218,27,22420970,19814066,8235,56,6,6,13,19,11095628,4612,45,41,6,1,3,0,3,1
Argyle,061910,061 DENTON,11,AA,3,1689,0,8,91,1,7.2,2,11,3,13,13,95.5,0,0,117,97.5,89,97,95,92,93,98,.,69,90,.,49,88,92.3,44.8,1086,21.6,195,120,2,3,5,61,4,24,95200,70748,53725,46642,5,8.7,14.1,30.9,10.7,18.6,14.3,0,2,98,0,88,9,0,1,2,1,461641,1.769000,15570903,9564,9,90,2,2096335,16,15924383,11848458,7278,55,8,7,15,14,6539861,4017,66,13,3,2,2,10,4,0
Northwest,061911,061 DENTON,11,AA,15,10334,5,16,75,3,20.2,5,11,5,22,6,95.7,0.1,5.1,352,84.3,80,95,94,86,82,94,68,71,83,84,71,90,59.4,34.9,1030,20.8,1003,660,1,3,12,66,8,11,114628,75792,57578,49321,5,10.3,15.7,37.8,10.5,21.4,13.1,1,3,96,1,68,9,6,8,4,5,704240,1.665000,96608504,11098,7,89,4,26844527,24,105160652,70394746,8087,54,8,4,11,22,38214162,4390,73,15,5,0,3,0,3,1
Lake Dallas,061912,061 DENTON,11,AA,7,3937,7,16,73,4,21.2,6,11,6,20,6,95.9,0,4.7,222,89,75,93,93,83,72,96,65,61,79,80,59,83,64.3,20.3,972,20.2,572,282,1,3,10,49,13,25,102250,62081,49868,40582,10,6.9,14,47.2,8.2,17.3,13.5,2,2,96,0,71,13,6,2,3,5,284915,1.790000,32471893,8258,26,68,6,3135056,12,45564384,26124921,6644,57,6,5,13,19,14940026,3800,65,18,5,2,3,2,5,0
Little Elm,061914,061 DENTON,11,AA,10,5147,13,36,48,3,39.2,16,11,15,15,5,95.5,0,6.1,191,87.9,70,90,92,78,68,90,61,62,78,83,60,79,61.6,18.8,963,19.2,709,343,1,3,9,48,12,27,86386,61604,46491,40662,17,7.3,15,53.6,7.3,19.2,31.6,2,5,92,1,72,13,3,7,2,3,247251,1.740000,44736376,9635,39,53,8,11256017,33,54322638,33709471,7260,53,7,6,12,22,17865091,3848,65,19,7,3,2,1,3,1
Cuero,062901,062 DEWITT,03,AA,7,1945,14,36,49,0,56.6,1,11,1,27,5,95.4,0,2.6,123,82.1,69,88,94,77,75,91,52,58,80,.,58,68,64.6,24.7,1095,20.3,386,149,1,3,13,38,18,27,78839,58105,44401,39966,25,5,13.1,26.5,13.4,18.4,22.3,2,5,94,0,70,14,5,0,5,6,201030,1.470000,21710287,11054,46,35,18,4434691,33,24918479,18442613,9390,55,9,4,9,22,10202807,5195,40,34,13,0,4,4,4,1
Nordheim,062902,062 DEWITT,03,AA,1,81,0,44,56,0,44.4,0,17,0,35,9,96.4,0,0,10,100,46,80,90,70,50,71,.,35,55,.,33,.,14.3,.,.,.,25,14,2,2,2,58,0,36,34000,34000,29403,37872,24,3.3,5.6,10.3,17.1,13.8,7.1,0,17,83,0,90,5,0,0,5,0,521330,1.701000,1194727,16593,13,80,8,365017,29,1693674,1298356,18033,57,15,5,11,12,741198,10294,68,12,11,0,5,0,5,0
Yoakum,062903,062 DEWITT,03,AA,5,1540,13,43,44,1,61.9,8,15,8,25,6,96,0.4,0.8,106,81.4,72,93,93,81,68,95,55,66,81,60,67,91,62.9,11.5,991,20.3,242,120,1,2,4,50,15,28,79471,55557,38092,40382,23,6.4,12.8,21.7,16.4,13.8,10,2,2,95,0,76,7,8,2,3,3,198742,1.530000,13015986,8196,50,41,10,802837,6,12444623,10608925,6681,61,6,4,10,18,6507127,4098,56,14,15,2,5,2,6,0
Yorktown,062904,062 DEWITT,03,AA,3,673,3,39,58,0,53.3,1,16,1,24,3,96.9,0,4.8,31,73.8,70,91,88,78,77,90,67,54,80,.,60,76,100,14.3,951,22.2,97,51,2,3,3,52,15,24,68212,59318,38766,39914,26,7,13.3,29.6,12.8,15.8,24.9,2,12,86,0,84,6,3,0,4,4,166792,1.264000,5690513,8635,62,30,8,1171926,24,5636675,4995936,7581,58,8,6,10,18,2908596,4414,62,11,14,0,4,0,6,2
Westhoff,062905,062 DEWITT,03,AA,1,49,8,22,69,0,65.3,4,12,4,0,25,98.7,0,.,0,.,79,.,88,93,50,.,.,75,80,.,80,80,.,.,.,.,12,5,8,0,0,43,0,49,72182,.,.,43728,17,4.1,9.6,0,17.2,2.1,8.9,0,0,100,0,86,0,14,0,0,0,353364,1.389000,707617,14441,52,38,9,150235,25,682858,655645,13381,55,13,9,7,16,358971,7326,78,4,12,0,0,1,5,0
Meyersville,062906,062 DEWITT,03,EX,1,131,1,12,88,0,31.3,0,14,0,0,2,97.6,0,.,0,.,89,93,90,96,.,.,.,33,97,.,70,.,.,.,.,.,19,10,2,2,2,53,21,20,70741,70741,70741,41325,5,6.9,13.1,20,19.2,10,4.8,0,0,100,0,99,0,1,0,0,0,568749,1.370000,1506614,10610,22,71,6,109482,7,1334418,1090733,7681,56,10,5,12,16,615373,4334,85,10,5,0,0,1,0,0
Spur,063903,063 DICKENS,17,RE,1,284,2,43,54,1,54.9,0,9,0,36,6,96,0,10,9,90,77,93,90,85,85,91,.,74,81,.,72,.,25,.,.,.,61,31,3,4,5,51,11,26,53086,48624,41947,40262,15,4.6,9.1,12.8,15.4,12.8,17.5,0,3,97,0,81,3,6,0,8,1,688093,1.370000,4116120,15022,14,74,13,564591,18,3926257,3733696,13627,49,9,4,16,21,1841151,6720,67,9,12,0,8,0,4,0
Patton Springs,063906,063 DICKENS,17,EX,1,120,0,20,80,0,69.2,0,11,0,44,7,97.2,0,0,10,100,94,98,.,98,93,.,.,93,94,.,95,.,.,22.2,.,19.9,32,15,7,5,3,48,9,27,62333,41841,50000,39666,13,3.8,7.8,19.4,13,36.3,12.6,0,6,94,0,82,2,2,0,14,0,177876,1.370000,1995782,15715,67,23,10,623012,35,1853673,1853673,14596,49,16,4,15,16,905512,7130,62,8,14,0,10,0,6,0
Carrizo Springs Cons,064903,064 DIMMIT,20,AA,6,2466,1,91,7,1,83,9,9,8,21,7,94.5,0.3,13,123,73.4,57,84,94,66,56,84,90,55,65,.,53,98,48.1,9.8,901,18.4,393,170,2,3,5,43,13,35,73936,65361,53737,47052,86,6.3,14.5,33.4,13.1,11.4,11.9,1,77,21,1,75,6,6,1,5,7,150320,1.569000,22607951,9331,55,28,18,4785151,23,21512909,20232629,8350,54,9,6,11,20,10960032,4523,53,11,25,1,4,2,5,0
Clarendon,065901,065 DONLEY,16,AA,3,497,14,9,76,1,54.3,1,15,1,26,7,96.3,0,8.1,33,89.2,75,93,95,82,82,92,43,62,82,.,68,85,76.7,17.4,.,21.1,88,51,1,3,6,57,13,20,82500,61085,41158,38798,10,5.6,9.8,23.8,12.1,17.8,7.9,0,4,96,0,72,8,8,0,6,6,228388,1.258000,5383133,10535,53,39,8,872783,15,4827432,4673786,9146,56,7,7,11,19,2626584,5140,54,14,20,0,5,0,5,2
Hedley,065902,065 DONLEY,16,AA,1,178,1,13,85,2,64.6,3,12,3,32,2,97.2,0,0,16,100,72,98,.,79,74,83,.,33,76,.,65,85,69.2,22.2,.,20.7,39,25,3,3,3,64,6,22,69525,62700,39021,38721,9,4.6,7.2,23.1,14.8,0,17.8,0,12,88,0,79,8,3,0,10,0,190101,1.306000,2137185,11131,70,24,6,588415,30,2277074,2161499,11258,56,9,5,12,18,1199401,6247,60,12,15,1,7,0,6,0
Ramirez CSD,066005,066 DUVAL,02,AA,1,45,0,96,4,0,97.8,36,9,36,0,2,94.8,.,.,0,.,72,83,.,89,.,.,.,72,.,.,71,.,.,.,.,.,17,6,0,6,6,32,18,38,.,57917,49880,44119,94,2.7,8.2,27.3,17.3,36.3,20,0,82,18,0,99,1,0,0,0,0,610672,1.370000,837466,14692,17,49,34,201321,31,909102,862315,15128,46,23,5,12,14,398390,6989,39,3,57,2,0,0,0,0
