SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT11R,DA0708DR11R,DADC4X11R,DA0GR11N,DAGC4X11R,DA00A001512R,DA00AR01512R,DA00AW01512R,DA00AM01512R,DA00AC01512R,DA00AS01512R,DB00A001512R,DH00A001512R,DW00A001512R,DI00A001512R,D300A001512R,D400A001512R,D200A001512R,DE00A001512R,DA0CT11R,DA0CC11R,DA0CS11R,DA0CA11R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Argyle,061910,061 DENTON,11,4,1803,0,8,89,1,1,0,1,12,4,8,4,20,12,96.6,0,0,153,98,92,94,86,91,95,88,71,83,92,94,100,.,83,77,95.9,54.6,1097,24.6,205,121,1,4,6,59,6,23,111562,73460,54961,52463,6,8.8,14.9,19.3,13.6,24.7,9,0,2,94,3,77,6,1,2,2,11,600450,1.460000,21956102,12064,20,78,3,4951867,32,21741390,16454741,9041,52,7,6,15,19,8483550,4661,68,14,3,2,4,3,5,1,0
Northwest,061911,061 DENTON,11,24,16556,7,19,68,1,3,0,2,23.6,5,8,5,17,8,95.7,0,4.9,768,90.3,86,88,77,85,90,89,80,80,88,86,93,62,87,76,75.7,32.3,1000,22.7,1638,1035,1,3,15,63,7,10,131677,83553,59302,53467,8,10.1,16,34,10.3,28.9,9.8,1,5,92,2,75,8,3,0,4,12,634118,1.375000,186752205,12212,21,71,8,32204471,21,230466433,141015154,9221,55,5,4,10,25,77960406,5098,74,14,3,0,3,1,4,1,1
Lake Dallas,061912,061 DENTON,11,5,4079,6,24,62,1,3,0,4,35.4,6,11,6,27,7,96.2,0,0.4,251,96.5,86,88,77,85,89,86,76,80,88,72,93,100,87,76,67.2,26.6,993,21.8,545,269,1,3,10,49,10,27,115514,70522,55374,48306,14,7.5,15.2,21.8,11.4,22.3,13.1,1,6,91,3,79,14,3,1,3,1,297776,1.670000,41411073,10125,42,53,6,7997172,28,41495123,32925222,8050,56,6,5,13,20,18434431,4507,64,19,5,1,3,2,5,2,0
Little Elm,061914,061 DENTON,11,8,6375,15,39,41,0,2,0,3,45.9,16,10,16,18,5,96.5,0,5.2,301,90.8,80,83,71,80,84,75,75,76,85,70,93,73,86,74,70.3,19.6,963,20.3,707,364,1,3,10,51,9,26,118548,72783,58422,49560,25,9,17.5,33.1,9.8,22.7,17,4,11,81,4,77,8,4,4,3,4,280752,1.540000,62287017,9914,45,47,8,11057376,26,60228535,48485657,7717,58,6,6,10,20,28089284,4471,67,19,4,3,2,1,3,1,1
Cuero,062901,062 DEWITT,03,5,1977,13,44,40,0,1,0,3,57.1,3,8,3,25,5,96,0,0,126,96,74,74,69,75,75,73,61,69,82,.,92,.,83,63,49.2,22.4,988,20.5,354,155,1,3,8,44,18,26,97078,61779,44804,43315,29,5.6,12.8,20.9,14.5,15.4,11,1,6,92,1,63,14,10,1,7,6,247588,1.288000,25729034,13499,44,34,22,4417733,29,24216288,22161613,11627,52,8,5,9,25,11611607,6092,44,32,16,0,3,0,3,1,1
Nordheim,062902,062 DEWITT,03,1,123,2,46,52,0,0,0,0,59.3,0,15,0,31,3,95.4,0,0,8,100,76,77,61,73,83,87,.,.,82,.,.,.,.,74,57.1,.,.,.,25,16,2,2,0,65,12,20,75040,75040,.,38544,20,5,7.7,37.5,12.4,12.5,6.7,6,19,75,0,83,6,0,0,11,0,1258606,1.289000,1915377,16950,15,78,7,603195,31,1597809,1465035,12965,54,13,5,14,15,784480,6942,58,12,17,0,7,0,5,1,0
Yoakum,062903,062 DEWITT,03,5,1595,10,58,31,0,0,0,1,72,12,10,13,24,5,96.4,0,1,99,97,74,73,62,73,81,79,58,68,87,.,100,.,63,66,63.6,16.1,1012,19.5,264,128,1,2,5,48,14,29,79523,62952,42777,39928,27,6,12.5,25.2,14.4,7.4,6.3,2,8,90,0,68,8,5,8,5,4,232085,1.270000,15644632,10029,54,37,9,2347340,17,16170923,13182186,8450,59,7,3,11,20,7805210,5003,53,15,16,3,4,2,7,1,0
Yorktown,062904,062 DEWITT,03,3,540,4,48,48,0,0,0,0,55.9,1,11,1,24,2,96.8,0,0,46,95.8,67,69,59,64,68,80,65,59,75,.,.,.,.,56,70.6,25,977,21.8,75,42,3,2,3,56,13,23,73115,73231,41386,41906,29,7.2,12.8,28.5,13.6,6.8,28.2,0,19,81,0,86,9,1,0,5,0,530959,0.960000,5728788,10550,62,29,9,1255630,29,4739320,4674825,8609,58,8,7,8,20,2708260,4988,62,10,14,0,5,0,7,2,1
Westhoff,062905,062 DEWITT,03,1,64,3,42,55,0,0,0,0,76.6,8,5,8,0,25,97.8,0,.,0,.,83,91,100,76,.,.,.,72,90,.,.,.,.,78,.,.,.,.,14,6,4,0,0,44,28,23,78000,.,.,42953,20,4.5,10,31.4,14.6,5.8,16.8,0,0,100,0,91,0,9,0,0,0,1184358,0.960000,813101,21976,51,43,7,148039,17,757552,756552,20447,58,14,7,9,13,436747,11804,83,9,7,0,0,1,0,0,0
Meyersville,062906,062 DEWITT,03,1,152,1,18,81,0,0,0,0,37.5,1,12,1,16,4,96.3,0,.,0,.,76,87,67,73,63,78,.,.,77,.,.,.,.,71,.,.,.,.,19,11,2,2,2,55,19,21,77939,77939,77939,42222,13,8,14.4,24.1,13.2,0,16,0,9,91,0,94,5,0,0,2,0,377866,1.040000,1927575,12200,58,36,6,157494,8,1561465,1378722,8726,59,7,4,12,17,816377,5167,75,10,13,0,0,1,2,0,0
Spur,063903,063 DICKENS,17,1,288,1,49,49,0,0,0,1,56.6,0,9,0,32,6,95.8,0,0,26,96.2,82,83,89,82,80,74,.,.,86,.,.,.,.,76,83.3,15,871,18.5,56,28,2,2,4,51,13,28,85085,58110,46383,43223,21,5.2,10.2,33.3,13,17.5,43.9,0,6,94,0,83,6,3,0,8,0,776753,1.161000,5705260,18706,36,55,9,1673813,43,5425570,4376818,14350,49,11,6,13,21,2156393,7070,70,9,10,0,7,0,4,1,0
Patton Springs,063906,063 DICKENS,17,1,97,0,32,67,0,1,0,0,80.4,2,9,2,23,7,96.3,0,.,3,.,75,78,63,80,68,69,.,60,81,.,.,.,.,68,.,.,.,.,31,14,3,6,3,47,16,25,52077,46377,59225,47791,20,3.2,6.8,0,17.8,35.3,13.6,0,7,93,0,83,4,4,0,8,0,276072,1.170000,1844145,19210,74,19,7,434578,24,1852952,1843052,19198,51,18,6,11,13,935844,9748,58,7,21,0,10,0,4,1,0
Carrizo Springs Cons,064903,064 DIMMIT,20,6,2375,1,92,7,0,0,0,0,79.3,7,8,6,22,7,93.6,0.3,10.7,130,85.2,62,62,47,66,69,57,83,61,77,.,100,.,.,57,75,4.4,858,16.7,338,143,1,4,7,42,11,35,85378,61443,51895,47148,90,7,16.6,32.5,12.7,11.1,19.9,0,83,14,2,79,6,4,0,3,8,430076,1.070000,26148233,10900,56,22,22,6987822,35,23194216,21982495,9163,54,10,5,10,21,11816335,4926,47,12,30,0,5,1,4,1,0
Clarendon,065901,065 DONLEY,16,3,498,11,16,70,0,1,1,2,58,1,11,1,29,7,96.5,0,9.1,40,88.6,82,82,75,77,90,89,70,74,86,.,100,83,85,77,82.4,21.4,.,20.6,89,49,1,3,7,55,14,20,91000,69811,45285,40818,9,5.6,10.2,26.5,12,18.4,6.6,0,4,96,0,72,7,10,0,6,4,270946,1.040000,5838099,11314,65,26,9,608327,13,7010016,5601220,10855,58,7,6,9,19,3269616,6336,52,15,18,1,5,2,6,1,1
Hedley,065902,065 DONLEY,16,1,119,0,18,77,2,0,0,4,64.7,2,10,2,40,3,96.7,0,0,15,100,85,92,91,85,70,78,.,83,85,83,.,.,86,84,83.3,10,.,17.8,29,19,3,2,0,67,7,21,70000,52500,.,40821,0,4.1,6.1,10.3,18.3,2.3,5.6,0,0,100,0,84,7,2,0,7,1,340140,1.100000,1987915,14947,67,25,8,411966,26,1799501,1704280,12814,59,12,4,11,14,1000554,7523,59,10,15,0,9,0,5,2,0
Ramirez CSD,066005,066 DUVAL,02,1,38,0,95,5,0,0,0,0,84.2,42,5,42,0,0,93.2,.,.,0,.,53,67,.,50,.,.,.,.,.,.,.,.,.,48,.,.,.,.,10,4,0,10,0,40,10,40,.,70648,.,36795,70,3.8,9.5,50,16.5,0,50,0,50,50,0,100,0,0,0,0,0,621643,1.040000,730505,18263,43,39,18,2401,1,726508,681702,17043,43,15,7,15,21,293471,7337,50,5,38,7,0,0,0,0,0
Benavides,066901,066 DUVAL,02,2,361,0,87,13,0,0,0,0,73.1,4,9,5,40,7,93.6,0,0,29,100,65,70,74,59,57,68,.,65,.,.,.,.,.,62,70.4,5.3,.,16.4,73,27,4,3,6,36,15,36,62374,60114,43952,38554,96,4.9,13.6,26.4,12.7,13.2,26.9,0,96,4,0,76,6,5,1,11,1,711200,1.277000,6120677,15694,30,59,11,831378,19,6093089,5372307,13775,41,10,5,22,22,2210835,5669,53,11,17,0,6,0,7,1,3
San Diego,066902,066 DUVAL,02,3,1317,0,98,1,0,0,0,0,76.8,3,8,3,25,9,92.2,0.5,11.6,96,81.3,58,61,46,60,60,58,.,58,70,.,.,.,.,53,73.5,0,.,15.8,195,93,1,3,5,48,0,43,71790,66157,52505,43072,94,6.7,14.2,29,11.9,17.2,24.1,0,83,9,9,78,9,4,1,6,2,104523,1.445000,18184073,13273,58,30,12,2037181,47,16003536,13037312,9516,47,9,5,17,22,6106724,4457,50,18,18,0,4,0,7,0,2
Freer,066903,066 DUVAL,02,3,859,0,88,11,0,1,0,0,63.7,5,11,5,26,4,94.8,0,11.1,55,88.9,60,62,46,63,64,55,.,59,66,.,100,.,.,52,69.4,5.9,.,18.4,115,63,3,3,8,54,10,21,72640,67332,51668,47966,80,7.4,13.7,29.9,12.9,27.1,25.8,0,69,31,0,82,5,6,0,7,0,404197,1.472000,11745938,14067,38,54,8,2267275,30,10915495,9237404,11063,50,8,4,17,21,4573963,5478,44,14,27,0,6,0,7,1,0
Cisco,067902,067 EASTLAND,14,4,858,1,17,80,0,1,0,2,59.9,2,13,1,27,8,96.3,0,2.5,73,95,84,87,76,82,86,86,.,81,85,.,.,.,81,79,49.2,34.5,1010,21.9,144,83,3,4,3,58,12,21,59908,58356,53921,41024,6,5.9,10.3,17.2,12.8,7.5,17,0,1,99,0,78,7,6,0,7,2,531679,1.170000,9851888,11756,39,51,10,944777,12,9684347,9053517,10804,60,5,7,11,18,5388777,6431,55,16,14,0,8,1,4,1,0
Eastland,067903,067 EASTLAND,14,4,1154,1,25,72,0,1,0,0,59.7,9,11,8,28,4,94.5,0,9.5,53,82.5,81,82,73,80,84,81,70,79,81,.,100,.,.,76,75,9.1,904,21.3,165,94,1,2,3,57,16,22,80526,68661,46060,40222,4,7,12.3,23.3,13.4,15.4,15.8,0,0,100,0,86,8,0,0,6,0,333155,1.040000,10634991,9176,53,39,8,1268399,15,9433312,8983821,7751,64,6,6,9,17,5705752,4923,62,13,12,0,6,1,5,1,0
Gorman,067904,067 EASTLAND,14,3,316,0,39,58,0,0,0,3,70.3,4,10,3,29,6,96.3,0,0,19,90.5,74,74,70,81,76,54,.,75,73,.,.,.,73,70,75,16.7,1018,19.7,64,27,1,2,6,42,17,31,83800,67307,46701,43840,16,5,11.7,20.3,15.3,31.7,22.5,0,6,94,0,75,7,7,0,8,3,174846,1.390000,6649028,19273,45,27,28,521154,18,6034427,5631858,16324,52,12,5,7,23,2950631,8553,26,60,8,0,4,0,2,1,0
Ranger,067907,067 EASTLAND,14,3,455,2,22,75,0,1,0,1,76.7,2,11,2,19,7,94.6,0,0,23,91.3,65,67,59,60,70,75,63,61,66,.,.,.,.,60,81.8,0,903,19.5,82,42,1,2,4,51,16,26,98986,67543,49461,40547,10,5.6,10.9,26.4,13.4,16.8,17,0,5,95,0,83,10,2,0,5,0,197692,1.040000,5136039,10656,67,23,10,1053920,27,4807659,4607102,9558,57,7,5,10,21,2641504,5480,52,18,19,0,4,1,5,1,0
Rising Star,067908,067 EASTLAND,14,2,197,0,19,79,1,1,0,1,71.1,4,13,4,37,6,97.6,0,0,21,100,86,89,84,84,84,89,.,.,86,.,.,.,.,86,76.5,23.1,.,20.8,43,25,2,5,0,56,8,29,83160,58237,.,39872,9,4.5,8,32.7,12.9,26.5,0,0,4,96,0,79,8,2,1,9,0,167601,1.170000,2616896,12402,69,21,10,194415,9,2652860,2513270,11911,56,10,6,15,14,1417218,6717,59,14,13,0,9,0,5,1,0
R Milburn (Ector County),068801,068 ECTOR,18,3,703,6,62,30,1,0,0,1,60.5,0,12,0,32,0,87.2,.,30,177,44.5,64,74,26,46,66,78,85,58,74,.,.,.,.,61,2.4,.,.,.,49,30,0,6,4,62,14,14,.,73299,49900,38987,40,14.3,23.1,53.8,7.7,30.9,56,15,26,56,3,81,10,0,0,9,0,0,0.000000,5137791,10862,85,0,15,129870,3,5209431,5207654,11010,40,23,11,11,15,2069480,4375,55,12,26,0,3,0,0,5,0
Compass Academy Charter,068802,068 ECTOR,18,1,250,3,29,65,0,0,0,3,20.8,0,3,0,0,5,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,14,7,2,9,64,9,9,58333,65000,36500,45000,32,11.4,17.9,92.9,0.6,28.6,.,7,29,64,0,100,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Ector County,068901,068 ECTOR,18,38,28398,4,70,24,0,1,0,1,57.1,13,8,12,13,6,94.6,0.2,13.7,1324,79.3,65,68,54,64,70,67,56,62,76,68,93,65,74,56,43.3,17.6,958,21.3,3253,1697,0,3,10,52,6,28,118259,66706,54688,47530,47,8.7,16.7,34.6,11.3,19.9,15,3,30,64,3,71,10,2,8,3,7,377067,1.132000,244279830,8785,39,47,14,28519970,15,232178927,212528357,7643,58,6,6,11,18,123854486,4454,68,13,11,1,2,1,3,1,1
Rocksprings,069901,069 EDWARDS,15,2,281,0,82,19,0,0,0,0,74,7,9,6,33,3,96.7,0,0,22,100,61,63,56,55,66,71,.,56,88,.,.,.,.,55,.,15.8,1166,19.2,58,30,2,4,6,52,14,22,85000,61838,44763,42288,42,4.8,9.2,26.3,13,18.5,25.2,0,15,81,3,79,8,3,0,9,1,913471,1.040000,4681643,15451,33,56,11,1626797,39,4345118,4199597,13860,53,10,6,12,19,2216437,7315,50,15,22,0,4,0,7,1,1
Nueces Canyon Cons,069902,069 EDWARDS,15,2,285,0,49,50,0,0,0,2,75.1,2,15,0,41,4,95.7,0,0,18,100,78,82,78,72,81,79,.,72,84,.,.,.,.,77,60,22.2,.,21,60,30,3,4,3,50,8,32,67999,57088,38695,41039,21,4.7,9.5,23.4,14.7,8.8,20.7,0,7,87,6,90,3,0,0,7,0,738155,1.170000,3987473,14190,26,62,12,305151,9,4363703,4218215,15011,50,14,4,13,20,2100168,7474,53,9,20,0,10,0,7,1,0
Waxahachie Faith Family,070801,070 ELLIS,10,3,420,25,27,45,1,0,0,1,67.4,7,5,6,14,0,95.7,0,6.3,14,75,64,67,58,55,71,76,44,53,73,.,.,.,.,58,53.8,14.3,940,.,47,28,5,0,8,59,0,28,69138,.,24759,39383,21,8.9,15.2,89.1,2.7,10.7,33.3,3,11,86,0,88,4,0,0,8,0,0,0.000000,2071259,10006,85,1,13,432006,33,2080316,1843572,8906,58,8,5,17,12,1067822,5159,73,10,12,0,2,0,1,2,0
Avalon,070901,070 ELLIS,10,1,298,1,42,55,0,0,0,2,68.5,6,11,6,20,5,96.6,0,0,19,95,83,86,69,84,91,79,.,80,85,.,100,.,.,84,93.3,0,876,.,43,23,2,7,2,53,16,19,100495,54440,67682,41268,28,6.9,12.9,52.1,8.3,17.5,16.1,7,13,71,9,84,11,0,1,4,0,110271,1.233000,3506125,10957,77,15,7,448773,15,3110717,2922547,9133,52,11,8,11,17,1528579,4777,65,13,15,1,4,0,1,0,1
Ennis,070903,070 ELLIS,10,10,5837,11,54,33,0,0,0,1,65.7,13,10,13,25,8,96.2,0,2.3,348,94.8,73,76,62,73,76,69,60,68,83,73,80,60,74,66,54.3,30.5,1022,20.6,735,378,2,3,7,51,14,23,82848,70274,54458,49071,28,7.9,15.4,24.1,14.1,21.7,11.7,7,7,86,1,69,8,4,8,5,6,293915,1.540000,58498686,10050,43,48,9,9246987,22,57678835,47653033,8186,59,6,5,11,20,27977959,4806,55,16,14,2,4,3,3,1,2
Ferris,070905,070 ELLIS,10,5,2448,8,66,25,1,0,0,1,80.3,22,10,21,24,4,96.8,0,5.6,138,93.8,71,74,56,69,75,79,69,70,76,.,.,.,69,69,60.2,16.2,921,18.9,332,148,1,4,5,45,9,37,112763,71738,59828,45840,32,7.4,16.5,47.1,9.9,9.4,18.2,4,7,84,4,70,7,8,9,4,3,125956,1.306000,24009839,9852,73,20,8,2357136,14,26159443,21544419,8841,53,5,6,13,23,11377834,4669,47,26,12,3,4,1,4,1,2
Italy,070907,070 ELLIS,10,2,563,16,30,51,1,0,0,2,64.8,7,9,7,33,6,96.5,0,6.8,41,93.2,76,83,65,78,69,66,61,77,78,.,.,.,.,69,71.1,3.7,839,17.6,93,50,2,2,4,53,13,26,90539,70500,44663,40747,26,6,11.3,30.1,11.2,18.7,24.7,4,9,87,0,73,10,0,3,6,7,169015,1.247000,6510257,10620,70,21,10,2595444,51,7624546,5783660,9435,61,9,4,12,14,3521614,5745,61,15,12,1,6,1,4,1,0
Midlothian,070908,070 ELLIS,10,9,7521,5,20,72,1,1,0,2,25.6,3,10,3,20,7,96.7,0,1.8,529,93.7,88,90,81,88,91,88,85,82,90,80,93,94,83,81,73.2,36.3,1029,21.5,851,461,1,3,9,54,10,22,95577,69910,54206,48351,13,8.8,16.3,28.2,12.7,18.4,10,1,5,94,0,75,11,2,3,3,5,349951,1.540000,78731790,10442,38,59,4,11789428,21,71565916,57399338,7613,59,6,6,11,19,33760419,4478,62,18,4,2,3,4,4,2,1
Milford,070909,070 ELLIS,10,1,217,24,27,43,1,0,0,5,77.9,10,12,9,15,3,97.4,0,4,22,96,76,76,65,80,76,74,66,69,83,.,.,.,85,70,94.1,12.5,.,18.9,41,22,5,5,0,54,17,19,89539,69540,.,41567,34,5.3,9.9,27.3,13.1,4.5,0,14,0,86,0,84,4,5,0,7,0,323502,1.158000,2787545,11286,62,30,8,356123,15,2733917,2477938,10032,59,13,8,9,11,1467506,5941,65,12,13,1,4,0,4,1,1
Palmer,070910,070 ELLIS,10,3,1079,1,39,59,0,1,0,1,52.6,9,13,9,29,5,96.5,0,4.4,72,94.1,83,85,69,78,94,86,68,76,87,.,.,.,89,78,63.5,12.5,971,18.6,170,88,3,4,4,52,12,26,84451,64332,48743,42167,11,6.3,12.3,37.4,11.3,14.8,14.7,0,3,97,0,84,5,0,2,6,2,196262,1.270000,11287602,10206,63,29,8,1595147,19,10544155,9834926,8892,58,8,6,13,16,5653595,5112,59,16,10,2,5,1,5,2,0
Red Oak,070911,070 ELLIS,10,7,5505,16,30,50,1,1,0,2,42.1,7,11,6,32,9,96.2,0,0.7,407,94.3,80,82,70,81,83,82,76,76,84,84,.,.,86,74,66,25.5,998,21.6,716,335,1,3,11,47,9,30,111098,72179,57681,47862,21,7.7,16.4,29.5,12.8,19.8,12.4,5,6,87,1,70,10,3,1,6,10,208749,1.540000,55156683,10039,56,38,6,7590554,19,57056010,43783963,7969,56,8,6,13,18,24335024,4429,69,16,6,3,4,1,1,0,1
Waxahachie,070912,070 ELLIS,10,13,7500,12,34,51,1,1,0,2,52,7,11,6,28,5,96.1,0,4.2,499,93.5,78,81,68,77,80,78,64,72,83,75,96,65,89,69,57.2,30.5,978,21.3,1029,502,1,3,6,49,12,30,88571,69934,56063,47589,24,7.3,14.9,27.6,12.9,20.9,9.7,5,8,86,1,76,6,4,2,7,4,362856,1.429000,73582671,9980,37,57,6,14455234,27,99883498,58741076,7967,59,5,6,12,18,34459918,4674,61,16,7,5,5,0,3,1,2
Maypearl,070915,070 ELLIS,10,3,1034,2,17,78,1,2,0,1,40,4,15,4,28,4,96.9,1.6,1.4,71,95.8,85,88,78,86,82,81,79,79,86,82,67,.,.,80,88.3,15.1,907,20.4,141,74,1,3,4,52,17,23,83376,61960,47483,45660,11,7.3,14,28.4,10.9,14.8,21.3,3,1,96,0,76,5,3,2,9,5,255996,1.359000,10759991,10238,60,36,4,1552286,18,10721257,8745527,8321,60,8,6,12,14,5218321,4965,64,17,8,0,8,0,2,1,0
Burnham Wood Charter,071801,071 EL PASO,19,2,871,3,82,10,0,4,0,0,46.3,18,5,13,0,0,96.6,0,.,0,.,85,88,89,85,79,83,81,84,94,.,94,.,.,81,.,.,.,.,96,62,4,4,11,65,1,15,70700,59918,41903,38881,58,9.1,14,77,5.3,20.6,28,2,61,34,3,98,2,0,0,0,0,0,0.000000,8221767,9217,86,2,12,148389,2,6650224,6139295,6883,52,20,5,15,9,3195934,3583,70,9,19,2,0,0,0,0,0
Paso Del Norte,071803,071 EL PASO,19,2,298,1,91,8,1,0,0,0,91.6,7,6,7,8,0,93.3,.,7.6,116,50.7,83,82,.,88,81,94,.,82,.,100,.,.,.,82,8,0,767,.,40,18,1,13,4,46,0,36,110848,47069,32737,33377,95,7.4,16.2,83.7,3.3,21.7,27.2,5,89,5,0,89,11,0,0,0,0,0,0.000000,3596466,10800,81,0,19,0,0,2953736,2896879,8699,44,12,17,19,8,1276270,3833,49,10,38,1,4,0,0,0,0
El Paso Academy,071804,071 EL PASO,19,2,400,1,94,5,0,0,0,0,70.5,6,6,5,29,0,86.5,.,31.9,127,33,72,75,.,66,71,81,.,71,76,.,.,.,.,71,10.1,0,908,.,52,30,2,10,8,58,0,23,72115,56113,46464,40497,63,7.7,13.3,86.7,2.9,16.7,26.9,0,63,37,0,96,4,0,0,0,0,0,0.000000,3598932,8015,93,1,7,803522,24,3086548,3043145,6778,60,17,14,6,3,1838828,4095,57,9,26,0,7,0,0,1,0
Harmony Sci Acad-El Paso,071806,071 EL PASO,19,3,1730,7,72,13,1,7,0,1,64.7,14,4,12,3,5,96.1,0,.,18,.,77,84,71,71,76,81,81,73,85,.,95,.,78,71,88.2,20,980,.,137,110,0,6,1,80,1,11,.,65525,28753,36330,54,12.6,15.7,89,2.2,14.5,34.2,4,51,42,4,96,1,0,1,1,0,0,0.000000,11001874,8930,87,5,8,3616052,32,9748008,9648263,7831,47,11,7,26,8,4497748,3651,74,4,21,1,0,1,0,0,0
La Fe Preparatory,071807,071 EL PASO,19,1,217,0,98,2,0,0,0,0,86.6,77,8,99,0,0,95.7,.,.,0,.,73,84,64,71,59,.,.,.,.,.,.,.,.,70,.,.,.,.,31,15,6,8,16,50,0,19,54798,45424,31443,40720,84,7,14,100,1.5,0,35.7,0,94,0,6,48,0,0,52,0,0,0,0.000000,1902017,10011,79,5,17,309511,18,1948600,1772428,9329,53,15,6,10,16,944920,4973,61,10,17,12,0,0,0,0,0
Vista Del Futuro Chart Sch,071809,071 EL PASO,19,1,131,1,91,6,0,2,0,1,56.5,32,8,29,0,0,97.3,.,.,0,.,93,96,100,85,.,.,.,93,.,.,.,.,.,91,.,.,.,.,16,10,0,0,15,61,0,24,.,.,38144,36671,64,8,13.1,70,2.6,10,36.4,0,40,40,20,100,0,0,0,0,0,0,0.000000,1622177,14106,65,2,33,18081,2,1266379,1266379,11012,43,12,7,30,7,547130,4758,82,9,5,4,0,0,0,0,0
Clint,071901,071 EL PASO,19,14,11830,1,95,4,0,0,0,0,86.7,36,7,33,24,3,96.4,0,8.1,689,86.4,72,73,59,72,76,75,68,72,78,77,.,.,89,71,67.3,5.5,841,17.2,1365,641,2,3,10,47,7,31,94610,78194,55926,51144,90,8.7,18.5,35.9,9.9,23.6,6.1,2,85,12,1,63,7,1,22,5,2,84695,1.335000,108851228,9372,71,13,16,17408285,21,135013514,95275521,8204,55,8,6,12,19,52828716,4549,58,12,19,3,4,0,3,1,1
El Paso,071902,071 EL PASO,19,94,63794,4,83,11,0,1,0,1,71.4,25,9,22,30,11,95.6,0.1,7.7,4168,82.6,76,77,63,81,79,75,74,75,86,82,94,82,83,71,79.8,16.8,951,18.4,8193,4223,0,3,13,52,5,27,107057,74521,59344,48770,74,7.8,15.1,27.4,12.6,22.9,9.1,2,64,31,3,84,6,0,3,4,2,235344,1.235000,595838552,9307,54,32,13,72997314,16,610500295,535729577,8368,59,4,6,10,21,316271793,4940,57,14,18,2,3,2,2,1,2
Fabens,071903,071 EL PASO,19,4,2422,0,99,1,0,0,0,0,90.9,36,12,30,25,8,96.5,0.2,5.1,161,86.9,68,65,54,74,70,69,.,67,.,.,.,.,.,66,71.1,5.7,849,17.5,372,174,2,2,8,47,10,31,103305,84233,58033,52407,90,6.5,13.9,28.2,11.2,21.8,5.2,0,83,16,1,60,12,1,18,5,5,61636,1.238000,27608392,11227,74,7,18,4144666,20,29663145,25140372,10224,58,8,5,12,17,14488245,5892,48,16,24,2,4,0,4,1,2
San Elizario,071904,071 EL PASO,19,6,4137,0,99,1,0,0,0,0,90.8,49,8,42,23,4,96.4,0.2,3.5,220,89.9,65,64,50,65,73,68,.,65,53,.,.,.,.,64,56.7,6.1,851,16.8,601,258,1,3,9,43,5,39,117957,61014,61018,49973,92,6.9,16,37.7,10.3,25,6.7,2,86,12,0,56,9,0,27,5,3,38377,1.161000,42613180,10437,74,6,21,6016805,18,41761691,37826941,9264,55,9,5,12,20,20686673,5067,47,13,31,3,4,0,0,1,1
Ysleta,071905,071 EL PASO,19,62,44131,1,97,2,0,0,0,0,81.6,24,10,26,27,8,95.7,0.1,7.1,3051,86.4,75,77,65,74,78,74,75,74,82,68,93,73,80,72,.,3.8,799,18,6296,3074,0,2,8,49,9,31,107272,80075,59030,50097,86,7,14.4,29.3,11.5,27.5,6.1,2,80,17,1,86,7,3,0,3,0,152661,1.330000,458887545,10320,65,19,17,49299166,14,492096060,414015153,9310,60,5,6,11,19,248773867,5594,55,19,16,2,3,0,2,1,1
Anthony,071906,071 EL PASO,19,3,844,2,89,9,0,0,0,0,100,26,8,19,16,6,96.3,0,5.1,36,87.2,66,70,54,63,71,72,89,66,64,.,.,.,.,66,.,2.9,.,17.7,122,54,2,2,8,44,9,35,97933,90422,53749,49466,90,6.9,15.6,46.2,10.9,11,15.2,2,85,13,0,74,8,1,13,3,0,186525,1.188000,9588055,11293,61,20,19,1786119,24,8688482,8195998,9654,52,10,5,10,22,4296483,5061,56,17,17,1,2,0,5,2,0
